2023-04-13,195424,70630,18067
2023-04-14,200403,79876,18768
2023-04-15,217023,123077,18220
2023-04-16,297180,87303,16717
2023-04-17,182124,72449,17986
2023-04-18,160610,74736,20332
2023-04-19,146568,64092,21617
2023-04-20,145239,64252,22749
2023-04-21,154784,76645,23915
2023-04-22,173697,94904,22860
2023-04-23,268211,76784,21103
2023-04-24,172638,66056,18113
2023-04-25,158121,62216,18734
2023-04-26,159788,69231,19448
2023-04-27,162300,72612,21106
2023-04-28,172423,98616,24939
2023-04-29,168077,165669,27628
2023-04-30,227792,156313,22509
2023-05-01,316275,129349,15673
2023-05-02,148487,109617,14937
2023-05-03,125411,64590,17302
2023-05-04,135790,55208,18066
2023-05-05,146022,65303,20162
2023-05-06,167512,69660,18950
2023-05-07,233140,73513,17284
2023-05-08,158231,55491,15954
2023-05-09,157153,59952,15648
2023-05-10,161503,75754,17386
2023-05-11,158077,76505,17094
2023-05-12,168221,72901,19054
2023-05-13,192645,133436,19459
2023-05-14,279867,77538,16433
2023-05-15,169732,63158,16234
2023-05-16,162566,64195,15824
2023-05-17,155661,60848,16804
2023-05-18,158365,65928,17480
2023-05-19,170139,74622,20721
2023-05-20,187462,117662,21053
2023-05-21,276402,79274,17321
2023-05-22,176772,59524,15018
2023-05-23,153813,56107,14796
2023-05-24,153604,58274,16516
2023-05-25,161757,61131,18124
2023-05-26,277774,62791,25145
2023-05-27,242668,103106,22596
2023-05-28,378554,75267,16010
2023-05-29,194306,59683,14029
2023-05-30,166012,53192,14628
2023-05-31,159095,52885,16408
2023-06-01,143507,57653,18385
2023-06-02,160060,62379,21645
2023-06-03,173586,90125,22707
2023-06-04,256343,66372,18731
2023-06-05,171547,57230,17215
2023-06-06,155023,60548,16143
2023-06-07,156998,61707,18040
2023-06-08,160609,57341,19019
2023-06-09,171938,70113,21830
2023-06-10,189722,106332,22836
2023-06-11,307721,77560,20374
2023-06-12,182367,60933,18368
2023-06-13,163125,59211,16593
2023-06-14,161305,58602,18169
2023-06-15,159476,59325,18573
2023-06-16,170543,66987,21369
2023-06-17,187325,98017,21137
2023-06-18,297396,72068,18501
2023-06-19,182977,61303,17888
2023-06-20,169873,61975,18173
2023-06-21,179774,75934,22470
2023-06-22,247584,115540,24519
2023-06-23,179773,114697,23223
2023-06-24,204346,71534,20859
2023-06-25,366855,66017,17598
2023-06-26,206198,68494,18425
2023-06-27,183368,64727,17983
2023-06-28,180575,67083,21028
2023-06-29,176732,68614,20735
2023-06-30,188704,76810,20930
2023-07-01,245864,110810,21795
2023-07-02,401643,81621,19201
2023-07-03,199886,71591,18041
