,Date,Control Point,Arrival / Departure,Hong Kong Residents,Mainland Visitors,Other Visitors,Total
3858,01-05-2021,Sha Tau Kok,Arrival,0,0,0,0
3860,01-05-2021,Shenzhen Bay,Arrival,918,96,2,1016
3862,01-05-2021,China Ferry Terminal,Arrival,0,0,0,0
3864,01-05-2021,Harbour Control,Arrival,0,0,0,0
3866,01-05-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
3868,01-05-2021,Macau Ferry Terminal,Arrival,0,0,0,0
3870,01-05-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
3872,02-05-2021,Airport,Arrival,740,5,24,769
3874,02-05-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
3876,02-05-2021,Hung Hom,Arrival,0,0,0,0
3878,02-05-2021,Lo Wu,Arrival,0,0,0,0
3880,02-05-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
3882,02-05-2021,Heung Yuen Wai,Arrival,0,0,0,0
3884,02-05-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,93,6,3,102
3886,02-05-2021,Lok Ma Chau,Arrival,0,0,0,0
3888,02-05-2021,Man Kam To,Arrival,0,0,0,0
3890,02-05-2021,Sha Tau Kok,Arrival,0,0,0,0
3892,02-05-2021,Shenzhen Bay,Arrival,1097,116,1,1214
3894,02-05-2021,China Ferry Terminal,Arrival,0,0,0,0
3896,02-05-2021,Harbour Control,Arrival,0,0,0,0
3898,02-05-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
3900,02-05-2021,Macau Ferry Terminal,Arrival,0,0,0,0
3902,02-05-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
3904,03-05-2021,Airport,Arrival,124,2,11,137
3906,03-05-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
3908,03-05-2021,Hung Hom,Arrival,0,0,0,0
3910,03-05-2021,Lo Wu,Arrival,0,0,0,0
3912,03-05-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
3914,03-05-2021,Heung Yuen Wai,Arrival,0,0,0,0
3916,03-05-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,89,0,2,91
3918,03-05-2021,Lok Ma Chau,Arrival,0,0,0,0
3920,03-05-2021,Man Kam To,Arrival,0,0,0,0
3922,03-05-2021,Sha Tau Kok,Arrival,0,0,0,0
3924,03-05-2021,Shenzhen Bay,Arrival,752,69,1,822
3926,03-05-2021,China Ferry Terminal,Arrival,0,0,0,0
3928,03-05-2021,Harbour Control,Arrival,0,0,0,0
3930,03-05-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
3932,03-05-2021,Macau Ferry Terminal,Arrival,0,0,0,0
3934,03-05-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
3936,04-05-2021,Airport,Arrival,269,2,16,287
3938,04-05-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
3940,04-05-2021,Hung Hom,Arrival,0,0,0,0
3942,04-05-2021,Lo Wu,Arrival,0,0,0,0
3944,04-05-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
3946,04-05-2021,Heung Yuen Wai,Arrival,0,0,0,0
3948,04-05-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,71,3,3,77
3950,04-05-2021,Lok Ma Chau,Arrival,0,0,0,0
3952,04-05-2021,Man Kam To,Arrival,0,0,0,0
3954,04-05-2021,Sha Tau Kok,Arrival,0,0,0,0
3956,04-05-2021,Shenzhen Bay,Arrival,632,69,3,704
3958,04-05-2021,China Ferry Terminal,Arrival,0,0,0,0
3960,04-05-2021,Harbour Control,Arrival,0,0,0,0
3962,04-05-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
3964,04-05-2021,Macau Ferry Terminal,Arrival,0,0,0,0
3966,04-05-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
3968,05-05-2021,Airport,Arrival,534,4,10,548
3970,05-05-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
3972,05-05-2021,Hung Hom,Arrival,0,0,0,0
3974,05-05-2021,Lo Wu,Arrival,0,0,0,0
3976,05-05-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
3978,05-05-2021,Heung Yuen Wai,Arrival,0,0,0,0
3980,05-05-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,74,2,2,78
3982,05-05-2021,Lok Ma Chau,Arrival,0,0,0,0
3984,05-05-2021,Man Kam To,Arrival,0,0,0,0
3986,05-05-2021,Sha Tau Kok,Arrival,0,0,0,0
3988,05-05-2021,Shenzhen Bay,Arrival,704,58,0,762
3990,05-05-2021,China Ferry Terminal,Arrival,0,0,0,0
3992,05-05-2021,Harbour Control,Arrival,0,0,0,0
3994,05-05-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
3996,05-05-2021,Macau Ferry Terminal,Arrival,0,0,0,0
3998,05-05-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
4000,06-05-2021,Airport,Arrival,170,1,9,180
4002,06-05-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
4004,06-05-2021,Hung Hom,Arrival,0,0,0,0
4006,06-05-2021,Lo Wu,Arrival,0,0,0,0
4008,06-05-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
4010,06-05-2021,Heung Yuen Wai,Arrival,0,0,0,0
4012,06-05-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,72,3,3,78
4014,06-05-2021,Lok Ma Chau,Arrival,0,0,0,0
4016,06-05-2021,Man Kam To,Arrival,0,0,0,0
4018,06-05-2021,Sha Tau Kok,Arrival,0,0,0,0
4020,06-05-2021,Shenzhen Bay,Arrival,764,90,0,854
4022,06-05-2021,China Ferry Terminal,Arrival,0,0,0,0
4024,06-05-2021,Harbour Control,Arrival,0,0,0,0
4026,06-05-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
4028,06-05-2021,Macau Ferry Terminal,Arrival,0,0,0,0
4030,06-05-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
4032,07-05-2021,Airport,Arrival,617,4,29,650
4034,07-05-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
4036,07-05-2021,Hung Hom,Arrival,0,0,0,0
4038,07-05-2021,Lo Wu,Arrival,0,0,0,0
4040,07-05-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
4042,07-05-2021,Heung Yuen Wai,Arrival,0,0,0,0
4044,07-05-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,99,3,10,112
4046,07-05-2021,Lok Ma Chau,Arrival,0,0,0,0
4048,07-05-2021,Man Kam To,Arrival,0,0,0,0
4050,07-05-2021,Sha Tau Kok,Arrival,0,0,0,0
4052,07-05-2021,Shenzhen Bay,Arrival,992,96,1,1089
4054,07-05-2021,China Ferry Terminal,Arrival,0,0,0,0
4056,07-05-2021,Harbour Control,Arrival,0,0,0,0
4058,07-05-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
4060,07-05-2021,Macau Ferry Terminal,Arrival,0,0,0,0
4062,07-05-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
4064,08-05-2021,Airport,Arrival,336,3,5,344
4066,08-05-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
4068,08-05-2021,Hung Hom,Arrival,0,0,0,0
4070,08-05-2021,Lo Wu,Arrival,0,0,0,0
4072,08-05-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
4074,08-05-2021,Heung Yuen Wai,Arrival,0,0,0,0
4076,08-05-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,106,2,1,109
4078,08-05-2021,Lok Ma Chau,Arrival,0,0,0,0
4080,08-05-2021,Man Kam To,Arrival,0,0,0,0
4082,08-05-2021,Sha Tau Kok,Arrival,0,0,0,0
4084,08-05-2021,Shenzhen Bay,Arrival,1156,101,5,1262
4086,08-05-2021,China Ferry Terminal,Arrival,0,0,0,0
4088,08-05-2021,Harbour Control,Arrival,0,0,0,0
4090,08-05-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
4092,08-05-2021,Macau Ferry Terminal,Arrival,0,0,0,0
4094,08-05-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
4096,09-05-2021,Airport,Arrival,669,6,73,748
4098,09-05-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
4100,09-05-2021,Hung Hom,Arrival,0,0,0,0
4102,09-05-2021,Lo Wu,Arrival,0,0,0,0
4104,09-05-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
4106,09-05-2021,Heung Yuen Wai,Arrival,0,0,0,0
4108,09-05-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,111,6,0,117
4110,09-05-2021,Lok Ma Chau,Arrival,0,0,0,0
4112,09-05-2021,Man Kam To,Arrival,0,0,0,0
4114,09-05-2021,Sha Tau Kok,Arrival,0,0,0,0
4116,09-05-2021,Shenzhen Bay,Arrival,1099,84,2,1185
4118,09-05-2021,China Ferry Terminal,Arrival,0,0,0,0
4120,09-05-2021,Harbour Control,Arrival,0,0,0,0
4122,09-05-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
4124,09-05-2021,Macau Ferry Terminal,Arrival,0,0,0,0
4126,09-05-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
4128,10-05-2021,Airport,Arrival,151,0,42,193
4130,10-05-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
4132,10-05-2021,Hung Hom,Arrival,0,0,0,0
4134,10-05-2021,Lo Wu,Arrival,0,0,0,0
4136,10-05-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
4138,10-05-2021,Heung Yuen Wai,Arrival,0,0,0,0
4140,10-05-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,81,2,2,85
4142,10-05-2021,Lok Ma Chau,Arrival,0,0,0,0
4144,10-05-2021,Man Kam To,Arrival,0,0,0,0
4146,10-05-2021,Sha Tau Kok,Arrival,0,0,0,0
4148,10-05-2021,Shenzhen Bay,Arrival,1084,63,2,1149
4150,10-05-2021,China Ferry Terminal,Arrival,0,0,0,0
4152,10-05-2021,Harbour Control,Arrival,0,0,0,0
4154,10-05-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
4156,10-05-2021,Macau Ferry Terminal,Arrival,0,0,0,0
4158,10-05-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
4160,11-05-2021,Airport,Arrival,280,3,18,301
4162,11-05-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
4164,11-05-2021,Hung Hom,Arrival,0,0,0,0
4166,11-05-2021,Lo Wu,Arrival,0,0,0,0
4168,11-05-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
4170,11-05-2021,Heung Yuen Wai,Arrival,0,0,0,0
4172,11-05-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,94,2,1,97
4174,11-05-2021,Lok Ma Chau,Arrival,0,0,0,0
4176,11-05-2021,Man Kam To,Arrival,0,0,0,0
4178,11-05-2021,Sha Tau Kok,Arrival,0,0,0,0
4180,11-05-2021,Shenzhen Bay,Arrival,841,53,3,897
4182,11-05-2021,China Ferry Terminal,Arrival,0,0,0,0
4184,11-05-2021,Harbour Control,Arrival,0,0,0,0
4186,11-05-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
4188,11-05-2021,Macau Ferry Terminal,Arrival,0,0,0,0
4190,11-05-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
4192,12-05-2021,Airport,Arrival,497,11,22,530
4194,12-05-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
4196,12-05-2021,Hung Hom,Arrival,0,0,0,0
4198,12-05-2021,Lo Wu,Arrival,0,0,0,0
4200,12-05-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
4202,12-05-2021,Heung Yuen Wai,Arrival,0,0,0,0
4204,12-05-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,127,3,1,131
4206,12-05-2021,Lok Ma Chau,Arrival,0,0,0,0
4208,12-05-2021,Man Kam To,Arrival,0,0,0,0
4210,12-05-2021,Sha Tau Kok,Arrival,0,0,0,0
4212,12-05-2021,Shenzhen Bay,Arrival,958,118,1,1077
4214,12-05-2021,China Ferry Terminal,Arrival,0,0,0,0
4216,12-05-2021,Harbour Control,Arrival,0,0,0,0
4218,12-05-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
4220,12-05-2021,Macau Ferry Terminal,Arrival,0,0,0,0
4222,12-05-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
4224,13-05-2021,Airport,Arrival,314,2,15,331
4226,13-05-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
4228,13-05-2021,Hung Hom,Arrival,0,0,0,0
4230,13-05-2021,Lo Wu,Arrival,0,0,0,0
4232,13-05-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
4234,13-05-2021,Heung Yuen Wai,Arrival,0,0,0,0
4236,13-05-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,89,7,1,97
4238,13-05-2021,Lok Ma Chau,Arrival,0,0,0,0
4240,13-05-2021,Man Kam To,Arrival,0,0,0,0
4242,13-05-2021,Sha Tau Kok,Arrival,0,0,0,0
4244,13-05-2021,Shenzhen Bay,Arrival,812,59,2,873
4246,13-05-2021,China Ferry Terminal,Arrival,0,0,0,0
4248,13-05-2021,Harbour Control,Arrival,0,0,0,0
4250,13-05-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
4252,13-05-2021,Macau Ferry Terminal,Arrival,0,0,0,0
4254,13-05-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
4256,14-05-2021,Airport,Arrival,684,3,36,723
4258,14-05-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
4260,14-05-2021,Hung Hom,Arrival,0,0,0,0
4262,14-05-2021,Lo Wu,Arrival,0,0,0,0
4264,14-05-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
4266,14-05-2021,Heung Yuen Wai,Arrival,0,0,0,0
4268,14-05-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,104,2,0,106
4270,14-05-2021,Lok Ma Chau,Arrival,0,0,0,0
4272,14-05-2021,Man Kam To,Arrival,0,0,0,0
4274,14-05-2021,Sha Tau Kok,Arrival,0,0,0,0
4276,14-05-2021,Shenzhen Bay,Arrival,852,100,4,956
4278,14-05-2021,China Ferry Terminal,Arrival,0,0,0,0
4280,14-05-2021,Harbour Control,Arrival,0,0,0,0
4282,14-05-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
4284,14-05-2021,Macau Ferry Terminal,Arrival,0,0,0,0
4286,14-05-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
4288,15-05-2021,Airport,Arrival,718,7,26,751
4290,15-05-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
4292,15-05-2021,Hung Hom,Arrival,0,0,0,0
4294,15-05-2021,Lo Wu,Arrival,0,0,0,0
4296,15-05-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
4298,15-05-2021,Heung Yuen Wai,Arrival,0,0,0,0
4300,15-05-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,110,6,0,116
4302,15-05-2021,Lok Ma Chau,Arrival,0,0,0,0
4304,15-05-2021,Man Kam To,Arrival,0,0,0,0
4306,15-05-2021,Sha Tau Kok,Arrival,0,0,0,0
4308,15-05-2021,Shenzhen Bay,Arrival,1102,150,1,1253
4310,15-05-2021,China Ferry Terminal,Arrival,0,0,0,0
4312,15-05-2021,Harbour Control,Arrival,0,0,0,0
4314,15-05-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
4316,15-05-2021,Macau Ferry Terminal,Arrival,0,0,0,0
4318,15-05-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
4320,16-05-2021,Airport,Arrival,511,7,22,540
4322,16-05-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
4324,16-05-2021,Hung Hom,Arrival,0,0,0,0
4326,16-05-2021,Lo Wu,Arrival,0,0,0,0
4328,16-05-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
4330,16-05-2021,Heung Yuen Wai,Arrival,0,0,0,0
4332,16-05-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,127,7,1,135
4334,16-05-2021,Lok Ma Chau,Arrival,0,0,0,0
4336,16-05-2021,Man Kam To,Arrival,0,0,0,0
4338,16-05-2021,Sha Tau Kok,Arrival,0,0,0,0
4340,16-05-2021,Shenzhen Bay,Arrival,1271,154,1,1426
4342,16-05-2021,China Ferry Terminal,Arrival,0,0,0,0
4344,16-05-2021,Harbour Control,Arrival,0,0,0,0
4346,16-05-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
4348,16-05-2021,Macau Ferry Terminal,Arrival,0,0,0,0
4350,16-05-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
4352,17-05-2021,Airport,Arrival,245,5,6,256
4354,17-05-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
4356,17-05-2021,Hung Hom,Arrival,0,0,0,0
4358,17-05-2021,Lo Wu,Arrival,0,0,0,0
4360,17-05-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
4362,17-05-2021,Heung Yuen Wai,Arrival,0,0,0,0
4364,17-05-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,80,9,8,97
4366,17-05-2021,Lok Ma Chau,Arrival,0,0,0,0
4368,17-05-2021,Man Kam To,Arrival,0,0,0,0
4370,17-05-2021,Sha Tau Kok,Arrival,0,0,0,0
4372,17-05-2021,Shenzhen Bay,Arrival,779,188,0,967
4374,17-05-2021,China Ferry Terminal,Arrival,0,0,0,0
4376,17-05-2021,Harbour Control,Arrival,0,0,0,0
4378,17-05-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
4380,17-05-2021,Macau Ferry Terminal,Arrival,0,0,0,0
4382,17-05-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
4384,18-05-2021,Airport,Arrival,268,4,18,290
4386,18-05-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
4388,18-05-2021,Hung Hom,Arrival,0,0,0,0
4390,18-05-2021,Lo Wu,Arrival,0,0,0,0
4392,18-05-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
4394,18-05-2021,Heung Yuen Wai,Arrival,0,0,0,0
4396,18-05-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,89,6,4,99
4398,18-05-2021,Lok Ma Chau,Arrival,0,0,0,0
4400,18-05-2021,Man Kam To,Arrival,0,0,0,0
4402,18-05-2021,Sha Tau Kok,Arrival,0,0,0,0
4404,18-05-2021,Shenzhen Bay,Arrival,899,160,2,1061
4406,18-05-2021,China Ferry Terminal,Arrival,0,0,0,0
4408,18-05-2021,Harbour Control,Arrival,0,0,0,0
4410,18-05-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
4412,18-05-2021,Macau Ferry Terminal,Arrival,0,0,0,0
4414,18-05-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
4416,19-05-2021,Airport,Arrival,738,4,19,761
4418,19-05-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
4420,19-05-2021,Hung Hom,Arrival,0,0,0,0
4422,19-05-2021,Lo Wu,Arrival,0,0,0,0
4424,19-05-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
4426,19-05-2021,Heung Yuen Wai,Arrival,0,0,0,0
4428,19-05-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,90,2,5,97
4430,19-05-2021,Lok Ma Chau,Arrival,0,0,0,0
4432,19-05-2021,Man Kam To,Arrival,0,0,0,0
4434,19-05-2021,Sha Tau Kok,Arrival,0,0,0,0
4436,19-05-2021,Shenzhen Bay,Arrival,1023,113,3,1139
4438,19-05-2021,China Ferry Terminal,Arrival,0,0,0,0
4440,19-05-2021,Harbour Control,Arrival,0,0,0,0
4442,19-05-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
4444,19-05-2021,Macau Ferry Terminal,Arrival,0,0,0,0
4446,19-05-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
4448,20-05-2021,Airport,Arrival,289,3,26,318
4450,20-05-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
4452,20-05-2021,Hung Hom,Arrival,0,0,0,0
4454,20-05-2021,Lo Wu,Arrival,0,0,0,0
4456,20-05-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
4458,20-05-2021,Heung Yuen Wai,Arrival,0,0,0,0
4460,20-05-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,114,3,37,154
4462,20-05-2021,Lok Ma Chau,Arrival,0,0,0,0
4464,20-05-2021,Man Kam To,Arrival,0,0,0,0
4466,20-05-2021,Sha Tau Kok,Arrival,0,0,0,0
4468,20-05-2021,Shenzhen Bay,Arrival,1067,98,1,1166
4470,20-05-2021,China Ferry Terminal,Arrival,0,0,0,0
4472,20-05-2021,Harbour Control,Arrival,0,0,0,0
4474,20-05-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
4476,20-05-2021,Macau Ferry Terminal,Arrival,0,0,0,0
4478,20-05-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
4480,21-05-2021,Airport,Arrival,758,12,9,779
4482,21-05-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
4484,21-05-2021,Hung Hom,Arrival,0,0,0,0
4486,21-05-2021,Lo Wu,Arrival,0,0,0,0
4488,21-05-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
4490,21-05-2021,Heung Yuen Wai,Arrival,0,0,0,0
4492,21-05-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,101,4,3,108
4494,21-05-2021,Lok Ma Chau,Arrival,0,0,0,0
4496,21-05-2021,Man Kam To,Arrival,0,0,0,0
4498,21-05-2021,Sha Tau Kok,Arrival,0,0,0,0
4500,21-05-2021,Shenzhen Bay,Arrival,987,98,1,1086
4502,21-05-2021,China Ferry Terminal,Arrival,0,0,0,0
4504,21-05-2021,Harbour Control,Arrival,0,0,0,0
4506,21-05-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
4508,21-05-2021,Macau Ferry Terminal,Arrival,0,0,0,0
4510,21-05-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
4512,22-05-2021,Airport,Arrival,695,4,5,704
4514,22-05-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
4516,22-05-2021,Hung Hom,Arrival,0,0,0,0
4518,22-05-2021,Lo Wu,Arrival,0,0,0,0
4520,22-05-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
4522,22-05-2021,Heung Yuen Wai,Arrival,0,0,0,0
4524,22-05-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,112,4,4,120
4526,22-05-2021,Lok Ma Chau,Arrival,0,0,0,0
4528,22-05-2021,Man Kam To,Arrival,0,0,0,0
4530,22-05-2021,Sha Tau Kok,Arrival,0,0,0,0
4532,22-05-2021,Shenzhen Bay,Arrival,1229,144,1,1374
4534,22-05-2021,China Ferry Terminal,Arrival,0,0,0,0
4536,22-05-2021,Harbour Control,Arrival,0,0,0,0
4538,22-05-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
4540,22-05-2021,Macau Ferry Terminal,Arrival,0,0,0,0
4542,22-05-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
4544,23-05-2021,Airport,Arrival,658,6,15,679
4546,23-05-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
4548,23-05-2021,Hung Hom,Arrival,0,0,0,0
4550,23-05-2021,Lo Wu,Arrival,0,0,0,0
4552,23-05-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
4554,23-05-2021,Heung Yuen Wai,Arrival,0,0,0,0
4556,23-05-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,88,4,3,95
4558,23-05-2021,Lok Ma Chau,Arrival,0,0,0,0
4560,23-05-2021,Man Kam To,Arrival,0,0,0,0
4562,23-05-2021,Sha Tau Kok,Arrival,0,0,0,0
4564,23-05-2021,Shenzhen Bay,Arrival,902,134,3,1039
4566,23-05-2021,China Ferry Terminal,Arrival,0,0,0,0
4568,23-05-2021,Harbour Control,Arrival,0,0,0,0
4570,23-05-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
4572,23-05-2021,Macau Ferry Terminal,Arrival,0,0,0,0
4574,23-05-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
4576,24-05-2021,Airport,Arrival,365,2,5,372
4578,24-05-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
4580,24-05-2021,Hung Hom,Arrival,0,0,0,0
4582,24-05-2021,Lo Wu,Arrival,0,0,0,0
4584,24-05-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
4586,24-05-2021,Heung Yuen Wai,Arrival,0,0,0,0
4588,24-05-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,91,4,2,97
4590,24-05-2021,Lok Ma Chau,Arrival,0,0,0,0
4592,24-05-2021,Man Kam To,Arrival,0,0,0,0
4594,24-05-2021,Sha Tau Kok,Arrival,0,0,0,0
4596,24-05-2021,Shenzhen Bay,Arrival,923,82,2,1007
4598,24-05-2021,China Ferry Terminal,Arrival,0,0,0,0
4600,24-05-2021,Harbour Control,Arrival,0,0,0,0
4602,24-05-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
4604,24-05-2021,Macau Ferry Terminal,Arrival,0,0,0,0
4606,24-05-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
4608,25-05-2021,Airport,Arrival,320,7,2,329
4610,25-05-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
4612,25-05-2021,Hung Hom,Arrival,0,0,0,0
4614,25-05-2021,Lo Wu,Arrival,0,0,0,0
4616,25-05-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
4618,25-05-2021,Heung Yuen Wai,Arrival,0,0,0,0
4620,25-05-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,141,1,1,143
4622,25-05-2021,Lok Ma Chau,Arrival,0,0,0,0
4624,25-05-2021,Man Kam To,Arrival,0,0,0,0
4626,25-05-2021,Sha Tau Kok,Arrival,0,0,0,0
4628,25-05-2021,Shenzhen Bay,Arrival,1113,111,1,1225
4630,25-05-2021,China Ferry Terminal,Arrival,0,0,0,0
4632,25-05-2021,Harbour Control,Arrival,0,0,0,0
4634,25-05-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
4636,25-05-2021,Macau Ferry Terminal,Arrival,0,0,0,0
4638,25-05-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
4640,26-05-2021,Airport,Arrival,649,4,27,680
4642,26-05-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
4644,26-05-2021,Hung Hom,Arrival,0,0,0,0
4646,26-05-2021,Lo Wu,Arrival,0,0,0,0
4648,26-05-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
4650,26-05-2021,Heung Yuen Wai,Arrival,0,0,0,0
4652,26-05-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,171,3,3,177
4654,26-05-2021,Lok Ma Chau,Arrival,0,0,0,0
4656,26-05-2021,Man Kam To,Arrival,0,0,0,0
4658,26-05-2021,Sha Tau Kok,Arrival,0,0,0,0
4660,26-05-2021,Shenzhen Bay,Arrival,1170,122,0,1292
4662,26-05-2021,China Ferry Terminal,Arrival,0,0,0,0
4664,26-05-2021,Harbour Control,Arrival,0,0,0,0
4666,26-05-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
4668,26-05-2021,Macau Ferry Terminal,Arrival,0,0,0,0
4670,26-05-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
4672,27-05-2021,Airport,Arrival,143,10,10,163
